age,income,loan_amount,loan_term,interest_rate,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_purpose,default
42,78255,13460,36,17.27,838,28,3,4,0.172,business,0
49,79278,1000,60,18.78,813,0,7,1,0.0126,personal,0
34,81465,5112,24,12.0,549,23,6,3,0.0628,business,1
48,60857,16567,12,17.69,437,24,4,0,0.2722,medical,1
25,66924,17150,48,11.87,574,28,2,4,0.2563,medical,1
50,39407,17013,24,16.53,763,4,1,2,0.4317,personal,0
25,69992,10933,12,17.99,440,5,0,1,0.1562,education,0
32,59532,1000,48,21.86,555,12,5,3,0.0168,home_improvement,1
36,46712,5828,12,10.87,755,10,5,3,0.1248,personal,0
46,70565,6746,48,11.99,733,7,2,1,0.0956,home_improvement,0
46,71262,15772,48,7.82,472,19,4,3,0.2213,business,1
41,56090,9855,48,8.47,772,1,5,4,0.1757,education,0
59,62890,22142,12,16.79,722,14,4,3,0.3521,home_improvement,0
56,36429,20805,48,20.59,738,9,1,0,0.5711,medical,0
53,77377,22042,24,11.71,356,7,1,2,0.2849,medical,1
50,38821,6500,60,8.06,797,1,6,4,0.1674,business,0
57,42302,14945,60,9.85,468,20,4,1,0.3533,personal,1
43,56121,9134,48,12.74,727,14,6,2,0.1628,home_improvement,0
30,75061,13967,60,9.94,718,28,2,4,0.1861,business,0
25,75051,7166,60,8.97,646,5,6,2,0.0955,medical,0
56,54913,19356,48,17.51,816,4,2,3,0.3525,medical,0
54,68914,7278,48,5.13,754,21,2,1,0.1056,medical,0
51,24596,1000,24,14.17,501,21,5,1,0.0407,education,1
30,42052,24202,36,18.49,478,2,0,0,0.5755,education,1
39,42418,14654,12,9.53,356,10,0,3,0.3455,medical,1
52,77539,5585,48,15.26,800,10,2,0,0.072,personal,0
21,66783,11026,48,16.37,411,15,4,0,0.1651,education,1
25,58323,8538,60,16.14,447,2,1,3,0.1464,home_improvement,1
24,60071,12034,24,12.58,677,8,6,4,0.2003,education,0
36,83230,16816,60,10.89,647,2,7,0,0.202,home_improvement,0
44,51936,15874,48,19.21,657,18,3,2,0.3056,education,0
36,31346,13522,48,17.89,355,10,1,4,0.4314,medical,1
22,74569,12031,60,10.46,615,13,1,3,0.1613,home_improvement,0
48,58273,18472,48,6.75,484,1,3,1,0.317,personal,1
52,72166,1000,36,6.22,353,6,2,4,0.0139,education,1
47,54194,7506,12,6.6,336,9,1,0,0.1385,education,0
40,39903,6128,12,14.91,569,9,3,2,0.1536,medical,1
44,62250,18037,12,5.88,807,19,6,3,0.2898,home_improvement,0
32,55183,7565,36,10.73,527,0,5,1,0.1371,medical,1
55,58328,4284,48,17.8,727,5,4,2,0.0734,home_improvement,0
53,84098,15295,60,10.0,300,20,4,1,0.1819,education,0
53,35223,6547,24,17.98,322,13,4,3,0.1859,education,1
63,60146,9895,48,17.67,802,26,2,4,0.1645,education,0
57,40258,26286,36,9.18,747,1,1,0,0.6529,education,0
32,15000,16722,36,17.39,795,5,7,3,1.1148,business,1
23,54118,10733,12,17.71,724,0,1,2,0.1983,education,0
21,55558,11273,48,11.76,317,2,0,4,0.2029,education,1
53,66223,17444,12,8.58,744,3,4,1,0.2634,home_improvement,0
60,51084,15977,24,13.86,338,12,2,4,0.3128,education,1
30,28197,12453,12,20.66,509,2,3,4,0.4416,education,1
63,40196,12621,24,15.87,510,14,2,2,0.314,home_improvement,1
64,78705,3120,36,7.94,580,12,7,0,0.0396,education,0
49,39940,1859,12,16.61,432,21,1,4,0.0465,education,1
33,83498,10939,12,12.26,748,10,6,4,0.131,medical,0
32,73899,8200,60,15.06,563,3,6,0,0.111,business,0
51,49279,15516,36,17.48,410,29,6,0,0.3149,home_improvement,1
22,41876,13183,60,13.75,537,16,4,1,0.3148,medical,1
55,73862,7363,24,18.84,756,4,0,1,0.0997,personal,0
43,50663,12979,24,17.28,815,20,7,0,0.2562,personal,0
37,27178,9490,36,15.46,472,24,5,3,0.3492,business,1
46,65121,24399,24,7.56,492,23,2,0,0.3747,personal,0
28,62510,14317,36,19.21,814,7,0,1,0.229,business,0
49,75478,2636,24,20.91,708,20,6,2,0.0349,personal,0
46,61292,22923,48,7.33,383,23,7,2,0.374,personal,1
30,45115,8201,12,13.3,379,29,7,4,0.1818,medical,1
46,77854,6151,48,9.4,508,9,1,2,0.079,personal,1
54,79605,24862,36,17.83,821,6,3,1,0.3123,business,0
61,59197,14075,36,17.27,498,16,2,2,0.2378,education,1
27,56085,16204,48,7.4,533,27,5,3,0.2889,education,1
24,31181,16398,12,19.91,543,6,1,0,0.5259,education,1
31,44064,10764,12,8.08,692,26,4,0,0.2443,business,0
49,68693,8565,60,18.55,745,23,2,1,0.1247,business,0
56,44968,9544,24,12.77,692,18,7,4,0.2122,education,0
45,28776,21653,60,10.58,308,8,0,0,0.7525,personal,1
41,117925,13222,12,7.69,452,23,6,2,0.1121,education,1
56,28658,19877,48,7.85,409,1,2,3,0.6936,home_improvement,1
30,95621,11541,24,16.25,565,21,1,4,0.1207,business,1
57,49466,7467,48,14.36,672,19,1,4,0.151,home_improvement,0
29,53477,3346,60,7.08,451,18,6,4,0.0626,home_improvement,1
44,42898,15888,36,6.92,714,26,0,0,0.3704,business,0
55,69091,22164,48,6.23,625,5,5,4,0.3208,education,0
55,29084,6684,60,17.64,475,9,1,1,0.2298,medical,0
56,21874,15080,60,17.1,824,12,2,2,0.6894,home_improvement,0
38,83983,3746,60,5.99,614,24,6,3,0.0446,education,0
59,40528,8665,36,14.52,366,1,5,2,0.2138,medical,1
52,68429,13607,36,6.44,483,9,0,1,0.1988,home_improvement,0
44,35461,1630,36,20.36,334,9,1,1,0.046,education,1
43,67751,11891,24,20.42,804,25,6,2,0.1755,home_improvement,0
52,85303,6979,36,16.87,375,4,1,0,0.0818,education,0
57,45511,15628,36,20.75,771,21,2,1,0.3434,personal,0
32,20198,11007,36,18.79,822,3,1,4,0.545,personal,1
33,85398,17636,48,19.09,582,22,6,3,0.2065,business,0
43,71672,10322,36,14.69,835,1,2,3,0.144,medical,0
45,46475,3825,24,10.2,573,6,4,1,0.0823,home_improvement,0
55,51076,3078,60,8.7,838,17,6,4,0.0603,home_improvement,0
61,35008,1000,48,10.56,353,16,5,2,0.0286,education,1
50,80564,15797,12,15.68,354,10,2,3,0.1961,medical,1
37,45375,27346,36,7.94,576,20,3,4,0.6027,home_improvement,1
40,29463,14611,60,9.4,742,17,1,4,0.4959,medical,0
45,58845,22032,60,12.96,717,7,4,0,0.3744,medical,0
42,39519,18801,48,8.96,524,27,5,1,0.4757,personal,1
33,36459,8889,12,15.01,554,27,0,4,0.2438,home_improvement,1
39,47258,19591,24,20.69,475,11,3,2,0.4146,home_improvement,1
56,56554,9128,60,17.72,445,23,0,3,0.1614,business,1
32,30140,9247,60,16.33,684,0,6,0,0.3068,medical,0
61,79932,10748,60,14.91,561,19,3,2,0.1345,education,1
39,67188,11032,60,13.3,830,29,7,3,0.1642,personal,0
32,48423,15968,48,8.17,670,24,4,1,0.3298,business,0
29,38739,7974,12,20.21,496,20,5,2,0.2058,personal,1
27,53393,17334,60,9.23,583,11,4,3,0.3246,education,0
48,71189,17248,24,6.55,601,26,4,0,0.2423,business,0
34,68402,14057,24,17.75,431,25,3,3,0.2055,personal,1
51,74053,23637,36,7.99,419,28,2,4,0.3192,education,1
39,46353,19724,60,11.32,435,5,5,0,0.4255,business,1
36,15000,18418,60,5.48,828,2,0,2,1.2279,education,0
25,77460,12396,60,7.33,333,4,2,1,0.16,business,0
55,51990,14110,60,7.94,831,13,2,0,0.2714,home_improvement,0
32,66990,15142,60,5.92,507,11,1,0,0.226,home_improvement,0
45,85046,12079,24,16.16,598,12,6,0,0.142,personal,0
41,98819,9746,12,19.23,821,12,0,3,0.0986,medical,0
56,43303,1000,12,11.35,393,28,3,4,0.0231,medical,1
43,57411,16306,36,19.87,713,16,6,1,0.284,education,0
36,79603,18248,24,8.63,670,23,7,1,0.2292,business,0
59,39802,5033,60,10.53,708,26,1,4,0.1265,home_improvement,0
62,44521,15631,12,7.56,682,14,1,3,0.3511,medical,0
59,44415,8450,48,15.55,740,5,6,3,0.1903,home_improvement,0
34,54494,9800,48,12.14,746,11,7,4,0.1798,education,0
51,51037,19864,48,15.43,370,1,4,4,0.3892,education,1
25,44311,6056,60,17.95,383,3,3,2,0.1367,business,1
55,37616,6047,60,14.28,508,19,2,3,0.1608,medical,1
43,69614,22829,36,15.67,558,24,7,0,0.3279,education,1
49,79080,11126,36,20.9,538,24,7,1,0.1407,education,1
63,81688,19479,36,10.08,601,20,5,3,0.2385,home_improvement,0
31,46340,2407,48,11.11,531,11,2,4,0.0519,personal,1
38,70367,2888,60,17.2,581,2,7,0,0.041,medical,0
32,59253,6522,48,15.39,693,16,2,2,0.1101,business,0
29,44727,9111,36,8.04,717,5,4,2,0.2037,business,0
30,68215,3580,60,11.39,505,23,2,0,0.0525,home_improvement,0
64,43901,14215,24,12.95,563,16,0,0,0.3238,business,0
37,48228,14607,12,12.13,610,26,2,4,0.3029,education,0
58,30218,6611,12,8.03,378,16,2,4,0.2188,medical,1
27,46644,7088,36,20.72,641,10,7,1,0.152,business,0
33,59569,7879,48,17.96,394,22,7,1,0.1323,medical,1
60,83240,5010,24,13.18,650,6,0,2,0.0602,business,0
62,48637,1000,60,16.56,361,1,4,0,0.0206,personal,1
29,36312,11489,48,20.25,441,18,1,2,0.3164,personal,1
47,81952,9417,36,7.31,410,1,3,4,0.1149,medical,1
22,45918,10031,48,9.26,826,21,4,3,0.2185,personal,0
25,23529,5929,36,14.23,456,28,7,4,0.252,personal,1
49,57395,16862,12,18.58,838,12,2,3,0.2938,education,0
57,49154,26552,12,5.62,308,23,1,0,0.5402,business,1
58,96407,6995,48,21.73,575,23,3,0,0.0726,personal,1
39,63556,20398,24,12.73,526,15,3,0,0.3209,medical,1
28,52365,14199,60,11.11,485,16,3,1,0.2712,education,0
21,38359,12212,36,9.98,515,10,7,1,0.3184,personal,1
42,60943,9935,60,7.96,732,8,0,3,0.163,medical,0
37,81220,11500,12,18.46,655,26,0,2,0.1416,business,0
27,60612,18897,24,21.24,691,23,1,2,0.3118,personal,0
45,39746,5171,24,12.03,574,8,2,3,0.1301,medical,1
24,64698,10349,60,21.19,793,28,6,1,0.16,medical,0
56,54125,19494,12,19.0,750,13,1,4,0.3602,home_improvement,0
26,63075,17902,60,13.18,719,12,2,3,0.2838,medical,0
51,48613,5264,48,16.46,463,24,4,2,0.1083,home_improvement,1
39,48190,10904,24,12.39,482,10,7,3,0.2263,business,1
64,47479,16368,24,14.5,609,11,6,3,0.3447,business,0
59,71960,15980,48,5.99,316,21,3,0,0.2221,education,0
47,48371,17850,12,16.84,745,2,3,1,0.369,home_improvement,0
30,46724,14305,24,5.9,469,0,0,0,0.3062,medical,1
46,38042,15311,36,18.89,579,26,7,1,0.4025,education,1
39,63172,14056,36,19.02,639,7,6,3,0.2225,education,0
59,60610,21478,12,9.03,818,25,4,1,0.3544,business,0
23,46922,9469,48,10.5,310,18,5,2,0.2018,medical,1
33,42231,12289,60,13.18,823,12,4,0,0.291,home_improvement,0
48,88771,5910,12,15.14,432,6,2,3,0.0666,business,1
40,21152,4727,60,9.89,447,12,4,2,0.2235,education,1
48,63877,13949,12,15.07,378,25,6,1,0.2184,personal,0
28,78245,7654,36,10.06,645,5,6,1,0.0978,education,0
61,15000,11653,48,5.94,548,2,0,2,0.7769,personal,1
59,69294,21706,36,5.04,841,5,2,1,0.3132,business,0
21,51035,21359,48,6.72,323,27,1,0,0.4185,home_improvement,1
23,59608,25344,60,18.47,770,2,2,4,0.4252,medical,1
33,49181,21825,12,21.34,500,12,1,1,0.4438,personal,1
48,74357,26418,24,12.26,430,12,5,3,0.3553,medical,1
45,61536,14619,24,13.72,655,29,2,1,0.2376,business,0
53,57370,6581,48,7.5,449,24,3,3,0.1147,business,1
58,38820,5997,48,14.37,825,12,5,1,0.1545,business,0
26,88881,20377,36,7.46,603,0,1,1,0.2293,home_improvement,0
64,55178,12309,24,15.39,840,28,0,3,0.2231,personal,0
52,96216,12756,36,20.87,349,7,5,0,0.1326,medical,1
41,89696,8705,60,8.33,763,4,5,4,0.0971,education,0
36,22989,9424,24,18.0,539,19,5,4,0.4099,business,1
41,43210,14302,60,5.4,781,16,1,0,0.331,medical,0
31,36334,5668,12,11.38,754,8,7,1,0.156,medical,0
57,54132,13542,36,6.88,582,12,1,4,0.2502,home_improvement,0
56,58368,21066,48,10.99,634,24,2,0,0.3609,personal,0
55,59138,1000,24,7.95,651,12,3,0,0.0169,home_improvement,0
39,73974,2752,36,11.35,626,4,5,4,0.0372,home_improvement,0
40,81884,16053,48,12.1,635,13,2,3,0.196,medical,0
38,72414,20183,12,10.11,380,10,2,2,0.2787,personal,1
61,44903,9060,24,16.16,386,24,3,3,0.2018,personal,1
34,40923,1000,60,20.62,557,25,7,1,0.0244,personal,1
35,55049,20591,12,11.81,484,13,2,3,0.374,business,1
51,62670,7133,48,8.27,422,24,7,2,0.1138,personal,1
21,51702,9832,24,9.6,395,6,3,2,0.1902,medical,1
23,30781,13914,24,19.52,814,23,0,0,0.452,business,0
36,67277,8001,12,14.72,742,16,3,1,0.1189,education,0
43,47938,6743,24,12.74,813,3,4,0,0.1407,home_improvement,0
31,47394,6853,48,7.54,670,9,3,3,0.1446,personal,0
32,54016,23147,12,12.65,604,9,3,3,0.4285,education,1
30,50681,18957,60,9.73,656,14,6,4,0.374,personal,0
52,48402,15447,12,21.03,447,19,4,0,0.3191,home_improvement,1
36,31957,1000,12,20.03,584,11,3,0,0.0313,medical,0
28,52979,15469,60,6.43,561,8,1,0,0.292,medical,0
58,67653,15145,48,13.78,790,2,7,0,0.2239,home_improvement,0
32,59763,4331,36,8.83,330,14,6,2,0.0725,education,1
44,72066,13552,36,11.98,567,11,2,4,0.188,business,1
48,41886,18308,60,19.91,311,25,2,1,0.4371,business,1
28,31994,15416,48,13.97,490,14,0,1,0.4818,personal,1
48,50574,7918,24,10.68,699,25,0,1,0.1566,home_improvement,0
56,43943,12079,60,8.53,836,0,4,2,0.2749,home_improvement,0
46,45813,16382,36,18.61,390,14,1,4,0.3576,business,1
28,58811,12356,48,15.62,800,10,0,4,0.2101,education,0
48,45944,19525,12,12.96,600,4,2,2,0.425,home_improvement,0
48,32498,14374,48,8.7,410,6,0,0,0.4423,medical,1
57,44938,16517,48,10.68,379,11,0,3,0.3676,medical,1
61,61121,16928,36,21.32,732,19,3,0,0.277,home_improvement,0
56,67086,5599,36,13.84,716,24,0,1,0.0835,education,0
47,66905,12299,24,11.81,513,5,7,0,0.1838,medical,1
37,62640,10005,24,13.86,746,21,4,2,0.1597,education,0
29,51974,18263,60,18.24,317,2,7,1,0.3514,business,1
53,62288,14779,12,10.78,353,9,2,3,0.2373,personal,1
40,54237,10870,24,8.04,539,25,4,1,0.2004,business,0
33,57035,4308,36,14.94,717,20,6,0,0.0755,personal,0
48,38092,2418,48,16.31,785,25,4,4,0.0635,medical,0
49,55789,13862,60,17.12,743,21,5,4,0.2485,personal,0
33,61815,7696,24,19.99,422,29,1,4,0.1245,personal,1
55,61140,15996,48,11.31,719,3,6,1,0.2616,home_improvement,0
26,31824,2141,48,6.28,515,12,6,4,0.0673,personal,1
38,56732,21557,24,21.29,719,18,5,2,0.38,home_improvement,0
25,29009,15983,12,12.4,527,4,5,3,0.551,personal,1
45,58126,12595,12,15.6,536,22,3,4,0.2167,home_improvement,1
22,42375,22098,60,16.33,629,26,4,2,0.5215,medical,0
30,85701,17690,12,14.29,768,21,1,2,0.2064,medical,0
50,57146,9149,60,8.49,786,17,2,1,0.1601,personal,0
25,69420,12465,36,17.84,848,0,2,1,0.1796,education,0
53,92995,1000,24,18.66,714,20,1,3,0.0108,medical,0
21,40286,18385,48,14.4,518,20,6,3,0.4564,business,1
38,62842,10224,60,13.31,680,27,4,0,0.1627,business,0
52,33653,1000,12,6.94,386,15,7,3,0.0297,home_improvement,1
31,61208,4908,60,6.43,760,15,4,1,0.0802,education,0
41,86782,17225,60,10.77,710,15,3,2,0.1985,home_improvement,0
46,43698,21682,12,10.28,824,27,3,0,0.4962,personal,0
45,39052,12122,12,21.21,746,21,5,3,0.3104,medical,0
42,53358,6107,24,18.32,599,18,2,2,0.1145,education,0
47,91824,3475,48,16.22,707,15,3,1,0.0378,home_improvement,0
33,68878,20487,24,13.8,674,0,1,4,0.2974,home_improvement,0
53,38711,14696,24,7.85,532,19,2,0,0.3796,business,0
54,81191,10019,12,21.63,348,19,6,2,0.1234,personal,1
61,25208,8590,12,11.38,485,9,7,1,0.3408,home_improvement,1
55,93458,16030,48,6.82,504,1,6,1,0.1715,business,1
21,70416,15865,60,13.39,377,13,4,0,0.2253,education,1
41,86744,6620,24,19.86,780,7,2,0,0.0763,home_improvement,0
26,25339,5145,48,20.08,685,5,0,3,0.203,business,0
48,58049,5448,24,5.19,493,27,2,3,0.0939,personal,1
37,52589,9190,60,20.07,402,2,3,0,0.1748,medical,1
25,36874,7861,24,9.62,675,15,7,0,0.2132,education,0
51,31671,21708,36,5.66,586,16,1,2,0.6854,home_improvement,0
25,64127,8977,48,19.41,781,11,4,3,0.14,business,0
58,65759,4502,12,19.69,549,26,4,1,0.0685,home_improvement,1
23,78399,4839,24,15.14,500,18,3,3,0.0617,medical,1
43,45938,10896,48,14.77,835,23,3,3,0.2372,home_improvement,0
57,52451,1067,48,18.82,760,19,3,0,0.0203,home_improvement,0
57,30115,11639,24,18.37,599,2,0,0,0.3865,business,0
30,82734,3982,12,20.13,777,12,1,3,0.0481,medical,0
30,56251,18951,12,14.4,382,15,0,4,0.3369,education,1
39,68006,12699,24,21.45,757,10,3,4,0.1867,business,0
37,68642,24726,48,21.93,597,19,1,3,0.3602,medical,0
41,81263,10630,12,6.98,663,26,6,4,0.1308,medical,0
34,40034,1000,24,19.44,339,15,6,3,0.025,home_improvement,1
29,67556,20746,24,13.5,639,19,3,0,0.3071,personal,0
21,54549,15011,24,11.59,815,1,1,0,0.2752,personal,0
33,92902,15941,48,15.42,407,3,7,0,0.1716,education,0
24,39981,5984,12,5.95,615,26,4,1,0.1497,home_improvement,0
21,76085,11742,48,13.61,413,27,0,0,0.1543,personal,0
60,61306,13118,36,19.81,466,24,5,0,0.214,business,1
52,60361,10573,12,8.63,560,3,3,3,0.1752,education,1
54,55972,1593,48,12.25,523,27,3,4,0.0285,home_improvement,1
48,79239,28612,12,20.97,561,16,2,4,0.3611,business,1
51,59749,17014,36,12.29,550,0,5,0,0.2848,personal,1
28,27560,14523,60,11.09,825,0,7,0,0.527,personal,0
59,76951,19883,24,12.49,425,29,4,0,0.2584,personal,1
46,73651,15865,48,13.83,505,4,3,3,0.2154,personal,1
54,65568,7936,36,15.74,439,21,7,3,0.121,medical,1
23,34687,19498,36,18.61,361,11,0,3,0.5621,education,1
32,37483,17113,12,12.69,582,5,4,4,0.4566,education,0
21,21206,8164,12,18.9,353,5,3,1,0.385,personal,1
64,63285,16740,24,14.07,645,24,0,4,0.2645,education,0
25,30708,10556,12,10.75,823,16,2,3,0.3438,business,0
50,24062,13250,48,16.19,435,25,2,2,0.5507,business,1
50,77949,15597,48,17.2,629,21,6,1,0.2001,education,0
37,68827,20210,48,14.49,443,12,0,0,0.2936,personal,1
43,49002,8124,60,5.96,735,7,4,4,0.1658,home_improvement,0
35,52587,14189,48,7.89,581,23,0,1,0.2698,personal,0
57,15000,24094,12,9.85,435,11,5,2,1.6063,medical,1
41,71501,10943,12,9.8,788,14,0,1,0.153,home_improvement,0
34,42530,13179,48,16.45,700,18,2,4,0.3099,medical,0
22,60945,24085,36,5.31,748,28,2,3,0.3952,education,0
31,15000,15824,36,17.85,569,20,2,0,1.0549,medical,1
59,72596,3156,36,9.51,316,25,5,3,0.0435,education,1
58,41448,7227,24,10.27,568,19,3,3,0.1744,medical,1
54,30231,16137,60,13.97,781,27,6,4,0.5338,home_improvement,0
58,48887,14538,48,8.67,518,16,5,3,0.2974,medical,1
54,44264,12975,24,20.04,618,8,3,3,0.2931,personal,0
38,74336,24967,36,6.45,537,20,5,4,0.3359,education,1
50,47432,8295,48,12.55,844,17,1,4,0.1749,business,0
35,79527,11553,24,19.44,584,27,3,2,0.1453,medical,0
47,60942,1000,12,15.47,336,1,4,3,0.0164,education,1
54,71098,18963,36,9.97,402,10,4,1,0.2667,business,1
58,54961,7206,24,12.15,729,22,6,0,0.1311,education,0
53,77897,18342,12,17.01,538,19,7,0,0.2355,education,0
44,34234,17712,36,21.55,424,16,2,4,0.5174,business,1
35,57045,26094,60,20.18,487,20,5,4,0.4574,business,1
50,47864,15895,36,10.82,555,17,0,2,0.3321,home_improvement,1
62,80139,9863,60,21.97,829,14,2,3,0.1231,medical,0
37,81982,14721,60,5.06,691,6,6,4,0.1796,medical,0
25,55007,7444,60,5.47,767,15,0,4,0.1353,education,0
49,31752,13914,48,19.01,552,24,5,0,0.4382,personal,1
24,62687,10794,48,8.39,475,28,2,3,0.1722,personal,1
30,25037,11577,60,6.03,765,0,2,2,0.4624,education,1
37,84270,6609,12,9.03,588,27,7,4,0.0784,home_improvement,0
30,46482,13802,60,12.24,349,17,7,4,0.2969,business,1
37,54449,16945,24,17.42,303,26,4,4,0.3112,education,1
40,42742,2087,60,15.61,799,21,0,0,0.0488,medical,0
44,38767,7868,48,9.04,522,7,1,4,0.203,personal,1
25,68271,13008,48,13.56,561,6,1,4,0.1905,personal,1
54,52144,1000,24,20.75,834,24,2,0,0.0192,personal,0
26,55764,22441,24,18.86,675,29,7,4,0.4024,home_improvement,1
22,36929,7733,36,10.49,360,1,5,3,0.2094,medical,1
33,70409,6371,12,21.7,655,11,2,3,0.0905,home_improvement,0
63,72240,10755,12,17.05,323,15,6,0,0.1489,business,1
63,51239,12824,12,6.06,592,8,4,3,0.2503,education,0
31,77822,7461,48,5.6,655,19,7,2,0.0959,education,0
43,53125,17882,12,7.86,328,10,6,4,0.3366,personal,1
36,69035,14398,36,17.37,656,14,0,2,0.2086,personal,0
51,25787,6976,36,8.12,664,2,6,3,0.2705,business,0
31,61361,8865,12,13.7,708,22,7,0,0.1445,home_improvement,0
36,50113,2899,24,6.59,565,20,2,0,0.0578,medical,1
28,57799,4479,36,20.66,590,12,6,2,0.0775,business,0
24,56992,14325,24,10.85,452,20,5,3,0.2514,education,1
60,57262,7038,48,20.44,518,27,1,4,0.1229,education,1
24,66082,22825,36,21.06,472,12,0,3,0.3454,home_improvement,1
45,44826,12425,24,5.1,311,1,2,3,0.2772,business,1
23,65243,3883,12,12.89,815,5,0,0,0.0595,medical,0
52,77185,5139,48,5.42,661,5,7,1,0.0666,business,0
23,29617,18317,60,20.45,776,11,4,4,0.6185,business,1
47,40950,11540,60,13.81,381,3,6,4,0.2818,home_improvement,1
49,41706,17951,12,6.27,639,4,1,0,0.4304,medical,0
52,35343,9801,48,6.87,740,22,5,3,0.2773,education,0
39,46455,8638,48,11.52,525,29,0,0,0.1859,personal,0
41,73596,18716,48,20.98,670,7,1,3,0.2543,medical,0
25,81056,6848,48,16.78,327,5,6,1,0.0845,education,1
38,56911,14934,60,19.75,315,20,2,1,0.2624,home_improvement,1
48,49163,10729,24,11.23,576,27,7,2,0.2182,medical,1
62,69452,17272,48,5.73,632,2,5,3,0.2487,medical,0
42,15000,22910,24,21.56,782,22,5,0,1.5273,education,0
41,36006,9646,48,5.29,587,7,3,0,0.2679,education,0
26,15000,8717,36,21.11,413,18,0,0,0.5811,business,1
21,35817,15994,36,11.27,337,20,7,2,0.4465,business,1
25,41193,5507,36,5.17,753,10,1,4,0.1337,medical,0
61,81598,21698,48,16.72,465,17,0,0,0.2659,personal,0
32,15000,20676,24,21.67,504,9,2,1,1.3784,home_improvement,1
46,47499,6005,60,21.42,544,25,2,0,0.1264,education,1
54,66152,2501,12,7.74,632,27,7,0,0.0378,business,0
34,62393,5036,60,8.08,695,19,6,0,0.0807,home_improvement,0
46,81311,5127,48,14.61,806,11,5,4,0.0631,medical,0
47,57898,16810,36,15.83,420,19,7,0,0.2903,education,0
29,61737,21295,36,17.57,558,27,5,4,0.3449,education,1
46,21906,16740,24,8.08,709,28,1,4,0.7642,business,1
42,37211,10582,48,21.3,609,7,4,2,0.2844,personal,0
50,22911,14054,60,15.86,367,18,0,1,0.6134,education,1
63,65306,6781,48,19.4,413,20,0,0,0.1038,personal,1
37,61276,18583,48,14.18,519,15,2,0,0.3033,home_improvement,1
46,60643,14592,36,12.04,519,26,0,0,0.2406,education,0
56,39134,16639,60,21.61,772,20,1,4,0.4252,education,1
21,37486,7634,12,14.9,685,17,3,3,0.2036,personal,0
28,58770,10988,36,19.74,597,8,7,1,0.187,business,0
55,42951,16350,60,21.21,552,3,5,0,0.3807,medical,1
35,36632,20661,24,16.48,704,8,2,3,0.564,home_improvement,0
42,45848,8351,36,14.33,791,24,7,3,0.1821,education,0
34,43106,16682,24,5.06,656,1,5,3,0.387,business,0
46,39398,7727,36,5.68,727,8,5,1,0.1961,education,0
48,32936,24703,48,8.41,514,8,5,3,0.75,home_improvement,1
43,63076,9511,60,8.16,679,17,3,0,0.1508,medical,0
34,83008,15861,24,9.33,513,10,7,0,0.1911,education,1
44,54297,12993,36,10.18,397,12,0,2,0.2393,personal,1
22,59003,27631,24,11.12,827,5,4,4,0.4683,business,0
46,64654,13379,36,12.15,827,8,5,3,0.2069,medical,0
34,61598,8909,36,6.68,834,15,1,4,0.1446,education,0
27,39755,15837,12,5.72,848,3,5,4,0.3984,medical,0
23,85957,15703,12,16.46,627,1,5,4,0.1827,personal,0
43,41368,11055,12,14.13,464,6,7,4,0.2672,education,1
63,66665,5431,24,12.55,415,14,0,4,0.0815,medical,1
38,64543,8832,48,15.79,449,24,6,0,0.1368,education,1
58,19748,17288,36,19.07,817,5,1,1,0.8754,education,0
55,48540,1515,60,12.27,331,10,0,3,0.0312,medical,1
35,56019,10511,12,15.9,592,26,5,3,0.1876,education,0
45,57396,17969,24,21.21,476,29,7,0,0.3131,personal,1
57,60425,11439,24,19.27,360,19,6,0,0.1893,medical,1
48,68637,25042,24,12.24,715,16,0,4,0.3648,medical,0
30,54864,1532,60,15.96,682,3,0,1,0.0279,personal,0
59,61383,6231,60,8.01,306,18,2,3,0.1015,personal,1
37,54190,1000,12,14.53,384,6,3,2,0.0185,personal,1
59,36687,23962,60,21.68,697,10,6,0,0.6531,education,0
42,55583,6330,12,13.81,692,12,4,2,0.1139,education,0
46,68483,1000,60,20.77,346,26,6,3,0.0146,home_improvement,1
64,74958,8328,60,11.92,640,25,3,0,0.1111,education,0
45,64671,3643,60,21.98,797,20,3,3,0.0563,personal,0
37,79018,8371,12,14.85,777,27,1,0,0.1059,home_improvement,0
33,62539,12247,36,5.72,725,2,2,3,0.1958,personal,0
40,70549,16829,12,14.97,725,13,2,2,0.2385,business,0
45,71873,10951,36,9.67,814,1,0,1,0.1524,medical,0
24,50979,12151,24,5.55,428,28,3,0,0.2384,business,0
30,68068,8510,24,18.95,548,17,6,2,0.125,personal,1
23,38068,2929,12,9.69,430,4,4,3,0.0769,education,1
61,61296,1000,36,18.54,622,12,1,2,0.0163,medical,0
38,65386,9813,36,9.9,842,12,6,0,0.1501,education,0
56,73919,12507,36,8.3,365,23,2,2,0.1692,education,1
42,69773,9368,24,21.56,400,23,0,3,0.1343,medical,1
54,74154,1144,12,11.15,330,13,4,4,0.0154,medical,1
28,53211,13208,48,15.22,490,11,3,1,0.2482,business,0
60,48782,21775,36,15.37,714,20,7,1,0.4464,personal,0
64,50051,11312,36,14.53,799,12,7,4,0.226,education,0
39,59793,8522,48,20.55,345,17,6,0,0.1425,personal,1
62,22442,11637,12,16.47,388,12,4,2,0.5185,personal,1
61,78971,5373,36,11.86,674,3,7,2,0.068,home_improvement,0
